"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL5079252";"";"";"Unknown";"";"499.41";"1";"1";"3.56";"76.46";"5";"1";"0";"7";"N";"0.50";"13.98";"1.23";"2.29";"2.29";"3";"MOL";"-1";"32";"7";"1";"0";"498.1267";"-1.17";"NEUTRAL";"C24H27BrN4O3";"Cn1ncc2cc(N(C(=O)CCBr)C3(C(=O)NCc4ccccc4)CCOCC3)ccc21";"QBFJKDXXJCJFKX-UHFFFAOYSA-N"
"CHEMBL5093966";"";"";"Unknown";"";"449.94";"1";"1";"4.51";"84.66";"4";"2";"0";"8";"N";"0.39";"13.83";"3.89";"4.00";"4.00";"3";"MOL";"-1";"32";"6";"3";"0";"449.1506";"-1.15";"NEUTRAL";"C25H24ClN3O3";"C=CC(=O)N(c1ccc(OC)c(Cl)c1)C(C(=O)NCc1ccccc1)c1cccc(N)c1";"NFRUDZMULZIQGX-UHFFFAOYSA-N"
"CHEMBL1413622";"";"";"Small molecule";"";"279.30";"20";"32";"1.92";"86.69";"6";"1";"0";"2";"N";"0.77";"None";"3.72";"3.07";"3.07";"3";"MOL";"-1";"21";"6";"2";"0";"279.1120";"-1.70";"NEUTRAL";"C15H13N5O";"Cc1ccc(C(=O)n2nc(-c3cccnc3)nc2N)cc1";"BIEYFOHSWAIQDF-UHFFFAOYSA-N"
"CHEMBL65";"CAMPTOTHECIN";"CAMPTOTHECINE|Camptothecin|NSC-94600|TOPOTECAN RELATED COMPOUND C";"Small molecule";"-1.0";"348.36";"951";"5764";"2.08";"81.42";"6";"1";"0";"1";"N";"0.53";"11.71";"3.07";"1.22";"1.22";"3";"MOL";"0";"26";"6";"1";"0";"348.1110";"1.01";"NEUTRAL";"C20H16N2O4";"CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1";"VSJKWCGYPAHWDS-FQEVSTJZSA-N"
"CHEMBL3982528";"";"";"Small molecule";"";"442.84";"2";"2";"2.28";"125.34";"8";"4";"0";"6";"N";"0.34";"7.24";"2.31";"1.92";"1.54";"3";"MOL";"-1";"31";"10";"4";"0";"442.1069";"-1.61";"NEUTRAL";"C19H16ClFN8O2";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(NCc4cc(F)ccc4Cl)nc23)N1";"ROAAEOQZSHLOOP-NSIKDUERSA-N"
"CHEMBL3971396";"";"";"Small molecule";"";"397.44";"1";"1";"1.10";"112.89";"8";"3";"0";"4";"N";"0.52";"7.24";"3.75";"0.70";"0.32";"2";"MOL";"-1";"29";"10";"3";"0";"397.1862";"-1.24";"NEUTRAL";"C19H23N7O3";"CC1CN(c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)CC(C)O1";"JUZRZVLSARUZCF-RZNTYIFUSA-N"
"CHEMBL1331727";"";"";"Small molecule";"";"243.69";"39";"56";"3.63";"29.96";"2";"0";"0";"3";"N";"0.61";"None";"3.77";"3.28";"3.28";"2";"MOL";"-1";"17";"2";"0";"0";"243.0451";"-1.09";"NEUTRAL";"C14H10ClNO";"O=C(/C=C/c1ccccc1Cl)c1cccnc1";"UYDZUMJCHXHXMM-BQYQJAHWSA-N"
"CHEMBL2107740";"DEUTOLPERISONE";"DEUTOLPERISONE";"Small molecule";"-1.0";"248.38";"";"";"3.30";"20.31";"2";"0";"0";"4";"N";"0.76";"None";"8.78";"3.57";"2.17";"1";"MOL";"0";"18";"2";"0";"0";"245.1780";"-0.74";"BASE";"C16H23NO";"[2H]C([2H])([2H])c1ccc(C(=O)C(C)CN2CCCCC2)cc1";"FSKFPVLPFLJRQB-FIBGUPNXSA-N"
"CHEMBL3896971";"";"";"Small molecule";"";"521.60";"2";"2";"2.85";"129.96";"9";"3";"1";"7";"N";"0.32";"7.24";"1.04";"1.49";"1.11";"3";"MOL";"-1";"37";"11";"3";"2";"521.1845";"-1.30";"NEUTRAL";"C25H27N7O4S";"COCC1CCCCN1C(=O)c1ccc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)s1";"HKBAJSHQGBBIOQ-ZDLGFXPLSA-N"
"CHEMBL3700388";"";"";"Small molecule";"";"350.40";"1";"3";"4.90";"71.45";"5";"2";"0";"4";"N";"0.55";"3.62";"1.35";"4.54";"1.20";"4";"MOL";"-1";"25";"5";"2";"0";"350.0725";"-1.34";"ACID";"C19H14N2O3S";"COc1ccccc1Nc1nc2cc(C(=O)O)ccc2c2sccc12";"BBZGEAPHXBPJLR-UHFFFAOYSA-N"
"CHEMBL2107244";"SILTENZEPINE";"SILTENZEPINE";"Small molecule";"-1.0";"389.84";"";"";"1.86";"93.11";"5";"3";"0";"6";"N";"0.70";"None";"6.55";"0.97";"0.91";"2";"MOL";"0";"27";"7";"3";"0";"389.1142";"-0.89";"NEUTRAL";"C19H20ClN3O4";"O=C1Nc2cc(Cl)ccc2N(C(=O)CN(CCO)CCO)c2ccccc21";"DDBKYWMANNIJRH-UHFFFAOYSA-N"
"CHEMBL2103767";"BUTOPAMINE";"BUTOPAMINE|COMPOUND LY 131126|LY-131126|RACTOPAMINE R,R-FORM";"Small molecule";"-1.0";"301.39";"1";"1";"2.74";"72.72";"4";"4";"0";"7";"N";"0.63";"9.19";"9.89";"2.20";"0.88";"2";"MOL";"0";"22";"4";"4";"0";"301.1678";"0.13";"BASE";"C18H23NO3";"C[C@H](CCc1ccc(O)cc1)NC[C@H](O)c1ccc(O)cc1";"YJQZYXCXBBCEAQ-ACJLOTCBSA-N"
"CHEMBL2106834";"METOXEPIN";"METOXEPIN";"Small molecule";"-1.0";"322.41";"";"";"3.55";"24.94";"4";"0";"0";"2";"N";"0.84";"None";"7.41";"2.95";"2.65";"2";"MOL";"0";"24";"4";"0";"0";"322.1681";"-0.14";"NEUTRAL";"C20H22N2O2";"COc1ccc2c(c1)C(N1CCN(C)CC1)=Cc1ccccc1O2";"GXGQMMZHTFRNBT-UHFFFAOYSA-N"
"CHEMBL3651168";"";"";"Small molecule";"";"466.56";"1";"1";"4.00";"79.48";"5";"2";"0";"6";"N";"0.57";"13.73";"6.56";"3.12";"3.06";"3";"MOL";"-1";"34";"7";"2";"0";"466.2380";"-1.51";"NEUTRAL";"C26H31FN4O3";"COc1cccc(F)c1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(C4CCOCC4)c3c2)C1";"PBIQTUVJVOHWAF-LJQANCHMSA-N"
"CHEMBL324954";"EFEGATRAN SULFATE";"EFEGATRAN SULFATE|EFEGATRAN SULPHATE|LY-294468";"Protein";"-1.0";"514.61";"1";"1";"-0.45";"142.91";"5";"4";"0";"11";"N";"0.17";"12.97";"11.26";"-0.52";"-3.74";"1";"BOTH";"0";"30";"9";"6";"1";"416.2536";"0.58";"BASE";"C21H34N6O7S";"CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCNC(=N)N.O=S(=O)(O)O";"BISKEOIROPAOGY-RXQQAGQTSA-N"
"CHEMBL106032";"";"";"Small molecule";"";"195.18";"4";"49";"1.71";"75.81";"4";"0";"0";"4";"N";"0.42";"None";"3.26";"1.70";"1.70";"1";"MOL";"-1";"14";"6";"0";"0";"195.0644";"-1.28";"NEUTRAL";"C8H9N3O3";"CN(Cc1ccc([N+](=O)[O-])cc1)N=O";"ILORRQUFQKFPBB-UHFFFAOYSA-N"
"CHEMBL2107005";"PENTOMONE";"COMPOUND 113935|PENTOMONE";"Small molecule";"-1.0";"394.47";"";"";"3.85";"53.99";"5";"0";"0";"2";"N";"0.77";"None";"None";"4.57";"4.57";"2";"MOL";"0";"29";"5";"0";"0";"394.1780";"0.66";"NEUTRAL";"C24H26O5";"COc1cccc2c1O[C@@H]1[C@H](C2)C(=O)[C@@H]2Cc3cccc(OC)c3O[C@@H]2C1(C)C";"MTJTVTZUEKVNTG-YJEDKTMASA-N"
"CHEMBL1739746";"FAZADINIUM";"DAZOPIRONIUM|FAZADINIUM CATION|FAZADINIUM ION";"Small molecule";"-1.0";"444.54";"";"";"5.40";"42.78";"4";"0";"1";"4";"N";"0.26";"None";"None";"-0.30";"-0.30";"6";"MOL";"0";"34";"6";"0";"1";"444.2051";"-0.28";"NEUTRAL";"C28H24N6+2";"Cc1c(-c2ccccc2)n(/N=N/n2c(-c3ccccc3)c(C)[n+]3ccccc23)c2cccc[n+]12";"NJAGGYXZTILBMJ-QVIHXGFCSA-N"
"CHEMBL104046";"";"4-{[Methyl(Nitroso)Amino]Methyl}Benzonitrile";"Small molecule";"";"175.19";"4";"49";"1.67";"56.46";"3";"0";"0";"3";"Y";"0.52";"None";"3.26";"1.62";"1.62";"1";"MOL";"-1";"13";"4";"0";"0";"175.0746";"-1.33";"NEUTRAL";"C9H9N3O";"CN(Cc1ccc(C#N)cc1)N=O";"QBSLDCANAUJINC-UHFFFAOYSA-N"
"CHEMBL3910993";"";"";"Small molecule";"";"536.00";"2";"2";"2.70";"145.65";"9";"4";"1";"8";"N";"0.25";"7.24";"2.21";"1.59";"1.21";"3";"MOL";"-1";"38";"12";"4";"2";"535.1847";"-1.23";"NEUTRAL";"C25H26ClN9O3";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(NC(CC(=O)N4CCCC4)c4ccccc4Cl)nc23)N1";"HODYRNLBQJLNRG-ODLFYWEKSA-N"
"CHEMBL2104030";"ARANIDIPINE";"ARANIDIPINE|MPC-1304|SAPRESTA";"Small molecule";"-1.0";"388.38";"3";"8";"2.13";"124.84";"8";"1";"0";"6";"N";"0.45";"None";"None";"1.62";"1.62";"1";"MOL";"0";"28";"9";"1";"0";"388.1271";"-0.76";"NEUTRAL";"C19H20N2O7";"COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-]";"NCUCGYYHUFIYNU-UHFFFAOYSA-N"
"CHEMBL2105337";"PENTIAPINE MALEATE";"CGS 10746B|CGS-10746B|PENTIAPINE|PENTIAPINE MALEATE";"Small molecule";"-1.0";"299.40";"";"";"2.13";"36.66";"6";"0";"0";"0";"N";"0.75";"None";"7.93";"2.04";"1.42";"2";"MOL";"0";"21";"5";"0";"0";"299.1205";"-1.30";"NEUTRAL";"C15H17N5S";"CN1CCN(C2=Nc3ccccc3Sc3nccn32)CC1";"FACMWMBWGSPRKO-UHFFFAOYSA-N"
"CHEMBL3833409";"HYDROTALCITE";"HYDROTALCITE";"Small molecule";"4.0";"531.91";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"529.9019";"None";"None";"CH16Al2Mg6O19";"O=C([O-])[O-].[Al+3].[Al+3].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-]";"GDVKFRBCXAPAQJ-UHFFFAOYSA-A"
"CHEMBL1201405";"MOEXIPRILAT";"MOEXIPRIL RELATED COMPOUND A|MOEXIPRILAT|RS-10029";"Small molecule";"-1.0";"470.52";"1";"4";"2.11";"125.40";"6";"3";"0";"10";"N";"0.48";"1.53";"9.29";"0.07";"-3.11";"2";"MOL";"0";"34";"9";"3";"0";"470.2053";"-0.03";"ZWITTERION";"C25H30N2O7";"COc1cc2c(cc1OC)CN(C(=O)[C@H](C)N[C@@H](CCc1ccccc1)C(=O)O)[C@H](C(=O)O)C2";"CMPAGYDKASJORH-YSSFQJQWSA-N"
"CHEMBL2105614";"TERPIN HYDRATE";"CHERACOL|CIS-TERPIN HYDRATE|NSC-760418|TERPIN CIS-FORM HYDRATE|TERPIN HYDRATE|TERPIN MONOHYDRATE|TERPINOL|TERPINOL HYDRATE|TERPOCODEIN";"Small molecule";"4.0";"190.28";"1";"1";"1.70";"40.46";"2";"2";"0";"1";"Y";"0.63";"None";"None";"1.19";"1.19";"0";"MOL";"0";"12";"2";"2";"0";"172.1463";"2.07";"NEUTRAL";"C10H22O3";"CC1(O)CCC(C(C)(C)O)CC1.O";"JGKJMBOJWVAMIJ-UHFFFAOYSA-N"
"CHEMBL3944727";"";"";"Small molecule";"";"329.37";"2";"4";"5.39";"4.93";"1";"0";"1";"3";"N";"0.61";"None";"None";"5.96";"5.96";"3";"MOL";"-1";"24";"1";"0";"1";"329.1391";"-0.40";"None";"C20H18F3N";"FC(F)(F)c1c(CCc2ccccc2)n2c3c(cccc13)CCC2";"FYGQTNWKBNYVQB-UHFFFAOYSA-N"
"CHEMBL3958021";"";"";"Small molecule";"";"486.31";"1";"1";"3.00";"112.45";"7";"4";"0";"6";"N";"0.32";"7.24";"3.95";"2.09";"1.71";"3";"MOL";"-1";"31";"9";"4";"0";"485.0611";"-1.48";"NEUTRAL";"C20H17BrFN7O2";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NCc4ccc(Br)cc4F)nc23)N1";"VNKHALGLGKZCPN-WCSRMQSCSA-N"
"CHEMBL3920017";"";"";"Small molecule";"";"462.47";"2";"2";"1.65";"143.80";"10";"4";"0";"6";"N";"0.32";"7.24";"2.25";"0.74";"0.36";"3";"MOL";"-1";"34";"12";"4";"1";"462.1764";"-1.10";"NEUTRAL";"C22H22N8O4";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(NCc4cccc5c4OCCCO5)nc23)N1";"VNKNGTFSCHPIQK-DHDCSXOGSA-N"
"CHEMBL1652715";"";"";"Small molecule";"";"303.34";"3";"6";"2.91";"79.65";"5";"2";"0";"5";"N";"0.71";"3.62";"None";"2.47";"-0.87";"3";"MOL";"-1";"21";"5";"2";"0";"303.0565";"-0.94";"ACID";"C15H13NO4S";"O=C(O)c1ccc2c(c1)nc(OCCCO)c1ccsc12";"DSHCNJPTTSGRAX-UHFFFAOYSA-N"
"CHEMBL3975604";"";"";"Small molecule";"";"441.45";"2";"3";"2.41";"130.27";"9";"4";"0";"6";"N";"0.27";"7.24";"2.83";"1.51";"1.13";"4";"MOL";"-1";"33";"11";"4";"1";"441.1662";"-1.79";"NEUTRAL";"C22H19N9O2";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(Nc4cccc(-n5cccn5)c4)nc23)N1";"SSKYEIYRCQPTEB-MFOYZWKCSA-N"
"CHEMBL329012";"ICOPEZIL MALEATE";"CP-118,954-11|CP-118954-11|ICOPEZIL MALEATE";"Small molecule";"-1.0";"491.54";"6";"9";"4.17";"58.37";"4";"1";"0";"5";"N";"0.73";"11.88";"9.20";"3.43";"1.63";"3";"MOL";"0";"28";"5";"1";"0";"375.1947";"-0.97";"BASE";"C27H29N3O6";"O=C(O)/C=C\C(=O)O.O=C1Cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1";"CTYSKGVFLJLGGX-BTJKTKAUSA-N"
"CHEMBL3928235";"";"";"Small molecule";"";"338.38";"1";"2";"2.87";"42.43";"3";"0";"0";"1";"N";"0.75";"None";"None";"3.18";"3.18";"2";"MOL";"-1";"25";"4";"0";"0";"338.1431";"-1.56";"NEUTRAL";"C20H19FN2O2";"CC1(C)CN(C(=O)c2ccc(C#Cc3cccc(F)c3)cn2)CCO1";"UBZYCCRHIRZFEK-UHFFFAOYSA-N"
"CHEMBL1788384";"ARSTHINOL";"ARSTHINENOL|ARSTHINOL|MERCAPTOARSENICAL|MERCAPTOARSENOL";"Small molecule";"-1.0";"347.29";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"346.9631";"None";"None";"C11H14AsNO3S2";"CC(=O)Nc1cc([As]2SCC(CO)S2)ccc1O";"MRUDSZSRLQAPOG-UHFFFAOYSA-N"
"CHEMBL2106892";"METIAPINE";"METIAPINE";"Small molecule";"-1.0";"323.46";"2";"19";"3.79";"18.84";"4";"0";"0";"0";"N";"0.74";"None";"7.30";"4.06";"3.80";"2";"MOL";"0";"23";"3";"0";"0";"323.1456";"-1.02";"NEUTRAL";"C19H21N3S";"Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1S2";"IOEPXYJOHIZYGQ-UHFFFAOYSA-N"
"CHEMBL3973331";"";"";"Small molecule";"";"474.53";"1";"1";"1.93";"124.92";"9";"4";"0";"7";"N";"0.30";"7.24";"3.95";"1.07";"0.69";"3";"MOL";"-1";"35";"11";"4";"1";"474.2128";"-1.43";"NEUTRAL";"C24H26N8O3";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NCc4ccccc4N4CCOCC4)nc23)N1";"YIDXIGSEVJJZSJ-WQRHYEAKSA-N"
"CHEMBL2104887";"INDOPINE";"INDOPINE";"Small molecule";"-1.0";"332.49";"";"";"5.06";"19.03";"1";"1";"1";"6";"N";"0.67";"None";"9.62";"5.46";"3.26";"3";"MOL";"0";"25";"2";"1";"1";"332.2252";"-0.50";"BASE";"C23H28N2";"c1ccc(CCN2CCC(CCc3c[nH]c4ccccc34)CC2)cc1";"PKONSPWBWMIPAF-UHFFFAOYSA-N"
"CHEMBL3924341";"";"";"Small molecule";"";"502.47";"1";"1";"5.52";"103.77";"5";"1";"2";"6";"N";"0.37";"3.43";"None";"4.88";"1.49";"4";"MOL";"-1";"37";"7";"1";"2";"502.1340";"-0.97";"ACID";"C28H20F2N2O5";"N#Cc1coc2c(-c3ccc(OCc4cccc(C(=O)N5CCC[C@H]5C(=O)O)c4)cc3)cc(F)c(F)c12";"XCCOXNCFXGDBAO-QHCPKHFHSA-N"
"CHEMBL1399124";"SYROSINGOPINE";"ISOTENSE|LONDOMIN|NEORESERPAN|NSC-77030|SIRINGINA|SU 3118|SU-3118|SYROSINGOPINE";"Small molecule";"-1.0";"666.72";"24";"42";"4.70";"144.08";"12";"1";"2";"9";"N";"0.19";"None";"7.02";"4.27";"4.12";"3";"MOL";"0";"48";"13";"1";"2";"666.2789";"0.83";"NEUTRAL";"C35H42N2O11";"CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC";"ZCDNRPPFBQDQHR-SSYATKPKSA-N"
"CHEMBL3349573";"";"";"Small molecule";"";"334.37";"4";"8";"-4.10";"167.58";"9";"5";"0";"7";"N";"0.18";"-1.84";"None";"-6.69";"-7.33";"0";"MOL";"-1";"20";"9";"5";"0";"334.0392";"2.27";"ACID";"C9H18O9S2";"O=S(=O)([O-])O[C@H](CO)[C@@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@@H]1CO";"SOWRVDSZMRPKRG-PFJMMIAPSA-N"
"CHEMBL4650227";"CENTHAQUINE CITRATE";"CENTHAQUINE CITRATE|LYFAQUIN|PMZ-2010 citrate";"Small molecule";"-1.0";"523.59";"";"";"3.91";"19.37";"3";"0";"0";"4";"N";"0.72";"None";"8.15";"4.64";"3.82";"3";"MOL";"0";"25";"3";"0";"0";"331.2048";"-1.41";"NEUTRAL";"C28H33N3O7";"Cc1cccc(N2CCN(CCc3ccc4ccccc4n3)CC2)c1.O=C(O)CC(O)(CC(=O)O)C(=O)O";"XEOUTMUAFOIGQK-UHFFFAOYSA-N"
"CHEMBL341546";"";"";"Small molecule";"";"229.08";"2";"25";"2.56";"32.67";"2";"0";"0";"3";"Y";"0.59";"None";"3.26";"2.53";"2.53";"1";"MOL";"-1";"12";"3";"0";"0";"227.9898";"-0.88";"NEUTRAL";"C8H9BrN2O";"CN(Cc1ccc(Br)cc1)N=O";"AOGKIHZSOZKJSD-UHFFFAOYSA-N"
"CHEMBL2106267";"DROPEMPINE";"DROPEMPINE";"Small molecule";"-1.0";"153.27";"";"";"2.44";"3.24";"1";"0";"0";"0";"Y";"0.48";"None";"10.42";"2.23";"-0.67";"0";"MOL";"0";"11";"1";"0";"0";"153.1517";"0.80";"BASE";"C10H19N";"CN1C(C)(C)C=CCC1(C)C";"IBMCQJYLPXUOKM-UHFFFAOYSA-N"
"CHEMBL3919512";"";"";"Small molecule";"";"735.24";"6";"12";"4.88";"163.51";"12";"2";"2";"14";"N";"0.12";"9.54";"4.03";"4.93";"4.93";"6";"MOL";"-1";"53";"13";"3";"2";"734.2732";"-1.14";"NEUTRAL";"C39H39ClN8O5";"COCCN(CCOC)C(=O)CCCC#Cc1cccc2nc(Cn3nc(-c4cccc(O)c4)c4c(N)ncnc43)n(Cc3ccccc3Cl)c(=O)c12";"UBLOHCIYTDRGJH-UHFFFAOYSA-N"
"CHEMBL3893330";"";"";"Small molecule";"";"398.43";"2";"2";"0.39";"124.92";"9";"4";"0";"6";"N";"0.41";"7.23";"8.88";"-2.01";"-1.98";"2";"MOL";"-1";"29";"11";"4";"1";"398.1815";"-1.07";"BASE";"C18H22N8O3";"O=C1NC(=O)/C(=C/c2cnn3c(NCC4CC4)cc(NN4CCOCC4)nc23)N1";"TWQKOGWPLWPDDD-QPEQYQDCSA-N"
"CHEMBL3894052";"";"";"Small molecule";"";"607.60";"1";"2";"5.57";"103.42";"7";"2";"2";"10";"N";"0.14";"None";"5.64";"5.92";"5.91";"4";"MOL";"-1";"44";"7";"3";"2";"607.2094";"-0.65";"NEUTRAL";"C33H29F4N3O4";"Nc1c(C(=O)c2ccc(F)cc2F)ccc(=O)n1-c1c(F)cc(CCN[C@H](C(=O)OC2CCCC2)c2ccccc2)cc1F";"XARADUFHWOHIKA-LJAQVGFWSA-N"
"CHEMBL3989474";"ATROMEPINE";"ATROMEPINE|LEVOMEPATE";"Small molecule";"-1.0";"303.40";"";"";"2.11";"49.77";"4";"1";"0";"4";"N";"0.87";"None";"9.39";"2.13";"0.15";"1";"MOL";"0";"22";"4";"1";"0";"303.1834";"0.39";"BASE";"C18H25NO3";"CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@](C)(CO)c1ccccc1)C2";"XZPAMMPYTOAFOU-MUQADHOPSA-N"
"CHEMBL3654494";"";"";"Small molecule";"";"498.56";"2";"2";"5.52";"83.39";"5";"2";"1";"6";"N";"0.32";"13.37";"6.55";"4.76";"4.70";"5";"MOL";"-1";"37";"7";"2";"1";"498.2067";"-1.26";"NEUTRAL";"C29H27FN4O3";"COc1cccc(F)c1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5occc5c4)c3c2)C1";"QFRCCCRGDGDWPR-OAQYLSRUSA-N"
"CHEMBL2104423";"NARASIN";"ANTIBIOTIC A-28086 FACTOR A|C-7819B|COMPD-79891|COMPOUND 79891|Monteban|NARASIN|NARASIN A|SALINOMYCIN, 4-METHYL-, (4S)-";"Small molecule";"-1.0";"765.04";"6";"9";"6.43";"161.21";"10";"4";"2";"12";"N";"0.16";"4.50";"None";"7.88";"5.07";"0";"MOL";"0";"54";"11";"4";"3";"764.5075";"2.03";"ACID";"C43H72O11";"CC[C@@H](C(=O)O)[C@@H]1O[C@@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@]3(C=C[C@@H](O)[C@]4(CC[C@@](C)([C@H]5CC[C@](O)(CC)[C@H](C)O5)O4)O3)[C@H](C)C[C@@H]2C)[C@@H](C)C[C@@H]1C";"VHKXXVVRRDYCIK-CWCPJSEDSA-N"
"CHEMBL583207";"DIDESMETHYLROCAGLAMIDE";"Didesmethylrocaglamide";"Small molecule";"";"477.51";"61";"63";"2.45";"120.47";"7";"3";"0";"6";"N";"0.50";"11.63";"None";"1.94";"1.94";"3";"MOL";"-1";"35";"8";"4";"0";"477.1788";"1.38";"NEUTRAL";"C27H27NO7";"COc1ccc([C@@]23Oc4cc(OC)cc(OC)c4[C@]2(O)[C@H](O)[C@H](C(N)=O)[C@H]3c2ccccc2)cc1";"RMNPQEWLGQURNX-PXIJUOARSA-N"
"CHEMBL3920261";"";"";"Small molecule";"";"380.49";"1";"2";"2.02";"69.30";"4";"1";"0";"4";"N";"0.88";"11.25";"7.13";"2.26";"2.07";"2";"MOL";"-1";"28";"6";"1";"0";"380.2212";"-1.45";"NEUTRAL";"C22H28N4O2";"CCN1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4c3CCCC4)c2)CC1";"ZXFNUHYGGNERBC-UHFFFAOYSA-N"
"CHEMBL1132";"NORNICOTINE";"1'-DEMETHYLNICOTINE|3-(2-PYRROLIDINYL)-(S)-PYRIDINE|NICOTINE RELATED COMPOUND F|NORNICOTINE";"Small molecule";"1.0";"148.21";"22";"35";"1.51";"24.92";"2";"1";"0";"1";"Y";"0.65";"None";"9.92";"0.78";"-1.67";"1";"MOL";"0";"11";"2";"1";"0";"148.1000";"-0.09";"BASE";"C9H12N2";"c1cncc(C2CCCN2)c1";"MYKUKUCHPMASKF-UHFFFAOYSA-N"
"CHEMBL3890845";"";"";"Small molecule";"";"404.43";"2";"2";"2.47";"120.65";"7";"4";"0";"4";"N";"0.39";"7.24";"1.66";"2.14";"1.76";"3";"MOL";"-1";"30";"9";"4";"0";"404.1597";"-0.93";"NEUTRAL";"C21H20N6O3";"Cc1cc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)cc(C)c1O";"QIZCNBUXRJIWSF-APSNUPSMSA-N"
"CHEMBL1738786";"";"";"Small molecule";"";"357.29";"21";"86";"4.31";"55.11";"5";"1";"0";"3";"N";"0.71";"None";"None";"4.18";"4.18";"3";"MOL";"-1";"25";"5";"1";"0";"357.1013";"-1.93";"NEUTRAL";"C15H12F5N5";"Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1";"CUCVTDOXQYMYKL-UHFFFAOYSA-N"
"CHEMBL3918075";"";"";"Small molecule";"";"445.36";"2";"2";"2.44";"122.54";"8";"3";"0";"5";"N";"0.41";"7.24";"0.73";"3.41";"3.03";"3";"MOL";"-1";"32";"10";"3";"0";"445.1110";"-1.35";"NEUTRAL";"C19H14F3N7O3";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(-c4cccc(OC(F)(F)F)c4)nc23)N1";"LWIJTYNZCAZVPG-QPEQYQDCSA-N"
"CHEMBL3961319";"";"";"Small molecule";"";"418.46";"2";"2";"2.11";"125.34";"8";"4";"0";"6";"N";"0.36";"7.24";"2.31";"2.20";"1.82";"3";"MOL";"-1";"31";"10";"4";"0";"418.1866";"-1.23";"NEUTRAL";"C21H22N8O2";"Cc1ccc(CNc2nc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)cc1C";"JAUABHCOAFHKDR-PXNMLYILSA-N"
"CHEMBL3896075";"";"";"Small molecule";"";"392.42";"1";"1";"1.57";"136.24";"8";"4";"0";"6";"N";"0.43";"7.22";"1.18";"0.51";"0.11";"2";"MOL";"-1";"29";"10";"4";"0";"392.1709";"-1.14";"NEUTRAL";"C19H20N8O2";"C[C@H](Nc1nc2c(/C=C3\NC(=O)NC3=O)cnn2c(NC2CC2)c1C#N)C1CC1";"ZDOODKFZVTWKCE-VYJZUSIPSA-N"
